MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT
Alkoholunfälle,insgesamt,2015,201512,27
Alkoholunfälle,insgesamt,2014,201401,21
Alkoholunfälle,insgesamt,2014,201402,17
Alkoholunfälle,insgesamt,2014,201403,37
Alkoholunfälle,insgesamt,2014,201404,35
Alkoholunfälle,insgesamt,2014,201405,28
Alkoholunfälle,insgesamt,2014,201406,31
Alkoholunfälle,insgesamt,2014,201407,35
Alkoholunfälle,insgesamt,2014,201408,32
Alkoholunfälle,insgesamt,2014,201409,43
Alkoholunfälle,insgesamt,2014,201410,36
Alkoholunfälle,insgesamt,2014,201411,42
Alkoholunfälle,insgesamt,2014,201412,25
Alkoholunfälle,insgesamt,2013,201301,17
Alkoholunfälle,insgesamt,2013,201302,15
Alkoholunfälle,insgesamt,2013,201303,21
Alkoholunfälle,insgesamt,2013,201304,28
Alkoholunfälle,insgesamt,2013,201305,33
Alkoholunfälle,insgesamt,2013,201306,37
Alkoholunfälle,insgesamt,2013,201307,42
Alkoholunfälle,insgesamt,2013,201308,39
Alkoholunfälle,insgesamt,2013,201309,47
Alkoholunfälle,insgesamt,2013,201310,31
Alkoholunfälle,insgesamt,2013,201311,35
Alkoholunfälle,insgesamt,2013,201312,32
Alkoholunfälle,insgesamt,2012,201201,21
Alkoholunfälle,insgesamt,2012,201202,18
Alkoholunfälle,insgesamt,2012,201203,21
Alkoholunfälle,insgesamt,2012,201204,34
Alkoholunfälle,insgesamt,2012,201205,54
Alkoholunfälle,insgesamt,2012,201206,43
Alkoholunfälle,insgesamt,2012,201207,56
Alkoholunfälle,insgesamt,2012,201208,55
Alkoholunfälle,insgesamt,2012,201209,49
Alkoholunfälle,insgesamt,2012,201210,32
Alkoholunfälle,insgesamt,2012,201211,30
Alkoholunfälle,insgesamt,2012,201212,27
Alkoholunfälle,insgesamt,2011,201101,25
Alkoholunfälle,insgesamt,2011,201102,25
Alkoholunfälle,insgesamt,2011,201103,22
Alkoholunfälle,insgesamt,2011,201104,43
Alkoholunfälle,insgesamt,2011,201105,43
Alkoholunfälle,insgesamt,2011,201106,27
Alkoholunfälle,insgesamt,2011,201107,39
Alkoholunfälle,insgesamt,2011,201108,34
Alkoholunfälle,insgesamt,2011,201109,36
Alkoholunfälle,insgesamt,2011,201110,26
Alkoholunfälle,insgesamt,2011,201111,40
Alkoholunfälle,insgesamt,2011,201112,37
Alkoholunfälle,insgesamt,2010,201001,19
Alkoholunfälle,insgesamt,2010,201002,23
Alkoholunfälle,insgesamt,2010,201003,31
Alkoholunfälle,insgesamt,2010,201004,33
Alkoholunfälle,insgesamt,2010,201005,34
Alkoholunfälle,insgesamt,2010,201006,39
Alkoholunfälle,insgesamt,2010,201007,48
Alkoholunfälle,insgesamt,2010,201008,40
Alkoholunfälle,insgesamt,2010,201009,54
Alkoholunfälle,insgesamt,2010,201010,27
Alkoholunfälle,insgesamt,2010,201011,28
Alkoholunfälle,insgesamt,2010,201012,26
Alkoholunfälle,insgesamt,2009,200901,23
Alkoholunfälle,insgesamt,2009,200902,32
Alkoholunfälle,insgesamt,2009,200903,14
Alkoholunfälle,insgesamt,2009,200904,45
Alkoholunfälle,insgesamt,2009,200905,57
Alkoholunfälle,insgesamt,2009,200906,31
Alkoholunfälle,insgesamt,2009,200907,44
Alkoholunfälle,insgesamt,2009,200908,35
Alkoholunfälle,insgesamt,2009,200909,49
Alkoholunfälle,insgesamt,2009,200910,35
Alkoholunfälle,insgesamt,2009,200911,31
Alkoholunfälle,insgesamt,2009,200912,34
Alkoholunfälle,insgesamt,2008,200801,32
Alkoholunfälle,insgesamt,2008,200802,30
Alkoholunfälle,insgesamt,2008,200803,30
Alkoholunfälle,insgesamt,2008,200804,25
Alkoholunfälle,insgesamt,2008,200805,57
Alkoholunfälle,insgesamt,2008,200806,56
Alkoholunfälle,insgesamt,2008,200807,52
Alkoholunfälle,insgesamt,2008,200808,44
Alkoholunfälle,insgesamt,2008,200809,49
Alkoholunfälle,insgesamt,2008,200810,45
Alkoholunfälle,insgesamt,2008,200811,27
Alkoholunfälle,insgesamt,2008,200812,35
Alkoholunfälle,insgesamt,2007,200701,36
Alkoholunfälle,insgesamt,2007,200702,32
Alkoholunfälle,insgesamt,2007,200703,38
Alkoholunfälle,insgesamt,2007,200704,49
Alkoholunfälle,insgesamt,2007,200705,63
Alkoholunfälle,insgesamt,2007,200706,51
Alkoholunfälle,insgesamt,2007,200707,65
Alkoholunfälle,insgesamt,2007,200708,44
Alkoholunfälle,insgesamt,2007,200709,54
Alkoholunfälle,insgesamt,2007,200710,55
Alkoholunfälle,insgesamt,2007,200711,36
Alkoholunfälle,insgesamt,2007,200712,37
Alkoholunfälle,insgesamt,2006,200601,44
Alkoholunfälle,insgesamt,2006,200602,50
Alkoholunfälle,insgesamt,2006,200603,40
Alkoholunfälle,insgesamt,2006,200604,40
Alkoholunfälle,insgesamt,2006,200605,53
Alkoholunfälle,insgesamt,2006,200606,51
Alkoholunfälle,insgesamt,2006,200607,64
Alkoholunfälle,insgesamt,2006,200608,48
Alkoholunfälle,insgesamt,2006,200609,64
Alkoholunfälle,insgesamt,2006,200610,45
Alkoholunfälle,insgesamt,2006,200611,48
Alkoholunfälle,insgesamt,2006,200612,52
Alkoholunfälle,insgesamt,2005,200501,48
Alkoholunfälle,insgesamt,2005,200502,40
Alkoholunfälle,insgesamt,2005,200503,40
Alkoholunfälle,insgesamt,2005,200504,40
Alkoholunfälle,insgesamt,2005,200505,48
Alkoholunfälle,insgesamt,2005,200506,57
Alkoholunfälle,insgesamt,2005,200507,63
Alkoholunfälle,insgesamt,2005,200508,48
Alkoholunfälle,insgesamt,2005,200509,76
Alkoholunfälle,insgesamt,2005,200510,57
Alkoholunfälle,insgesamt,2005,200511,42
Alkoholunfälle,insgesamt,2005,200512,41
Alkoholunfälle,insgesamt,2004,200401,42
Alkoholunfälle,insgesamt,2004,200402,48
Alkoholunfälle,insgesamt,2004,200403,44
Alkoholunfälle,insgesamt,2004,200404,37
Alkoholunfälle,insgesamt,2004,200405,55
Alkoholunfälle,insgesamt,2004,200406,58
Alkoholunfälle,insgesamt,2004,200407,67
Alkoholunfälle,insgesamt,2004,200408,58
Alkoholunfälle,insgesamt,2004,200409,79
Alkoholunfälle,insgesamt,2004,200410,68
Alkoholunfälle,insgesamt,2004,200411,51
Alkoholunfälle,insgesamt,2004,200412,52
Alkoholunfälle,insgesamt,2003,200301,55
Alkoholunfälle,insgesamt,2003,200302,44
Alkoholunfälle,insgesamt,2003,200303,53
Alkoholunfälle,insgesamt,2003,200304,50
Alkoholunfälle,insgesamt,2003,200305,65
Alkoholunfälle,insgesamt,2003,200306,82
Alkoholunfälle,insgesamt,2003,200307,76
Alkoholunfälle,insgesamt,2003,200308,66
Alkoholunfälle,insgesamt,2003,200309,63
Alkoholunfälle,insgesamt,2003,200310,74
Alkoholunfälle,insgesamt,2003,200311,44
Alkoholunfälle,insgesamt,2003,200312,58
Alkoholunfälle,insgesamt,2002,200201,44
Alkoholunfälle,insgesamt,2002,200202,49
Alkoholunfälle,insgesamt,2002,200203,61
Alkoholunfälle,insgesamt,2002,200204,65
Alkoholunfälle,insgesamt,2002,200205,58
Alkoholunfälle,insgesamt,2002,200206,74
Alkoholunfälle,insgesamt,2002,200207,84
Alkoholunfälle,insgesamt,2002,200208,71
Alkoholunfälle,insgesamt,2002,200209,107
Alkoholunfälle,insgesamt,2002,200210,83
Alkoholunfälle,insgesamt,2002,200211,44
Alkoholunfälle,insgesamt,2002,200212,63
Alkoholunfälle,insgesamt,2001,200101,66
Alkoholunfälle,insgesamt,2001,200102,49
Alkoholunfälle,insgesamt,2001,200103,63
Alkoholunfälle,insgesamt,2001,200104,68
Alkoholunfälle,insgesamt,2001,200105,85
Alkoholunfälle,insgesamt,2001,200106,68
Alkoholunfälle,insgesamt,2001,200107,71
Alkoholunfälle,insgesamt,2001,200108,60
Alkoholunfälle,insgesamt,2001,200109,107
Alkoholunfälle,insgesamt,2001,200110,77
Alkoholunfälle,insgesamt,2001,200111,68
Alkoholunfälle,insgesamt,2001,200112,66
Alkoholunfälle,insgesamt,2000,200001,78
Alkoholunfälle,insgesamt,2000,200002,53
Alkoholunfälle,insgesamt,2000,200003,73
Alkoholunfälle,insgesamt,2000,200004,78
Alkoholunfälle,insgesamt,2000,200005,96
Alkoholunfälle,insgesamt,2000,200006,57
Alkoholunfälle,insgesamt,2000,200007,99
Alkoholunfälle,insgesamt,2000,200008,77
Alkoholunfälle,insgesamt,2000,200009,84
Alkoholunfälle,insgesamt,2000,200010,83
Alkoholunfälle,insgesamt,2000,200011,71
Alkoholunfälle,insgesamt,2000,200012,85
Alkoholunfälle,Verletzte und Getötete,2020,202001,11
Alkoholunfälle,Verletzte und Getötete,2020,202002,19
Alkoholunfälle,Verletzte und Getötete,2020,202003,13
Alkoholunfälle,Verletzte und Getötete,2020,202004,15
Alkoholunfälle,Verletzte und Getötete,2020,202005,26
Alkoholunfälle,Verletzte und Getötete,2020,202006,30
Alkoholunfälle,Verletzte und Getötete,2020,202007,43
Alkoholunfälle,Verletzte und Getötete,2020,202008,29
Alkoholunfälle,Verletzte und Getötete,2020,202009,24
Alkoholunfälle,Verletzte und Getötete,2020,202010,20
Alkoholunfälle,Verletzte und Getötete,2020,202011,11
Alkoholunfälle,Verletzte und Getötete,2020,202012,9
Alkoholunfälle,Verletzte und Getötete,2019,201901,7
Alkoholunfälle,Verletzte und Getötete,2019,201902,7
Alkoholunfälle,Verletzte und Getötete,2019,201903,22
Alkoholunfälle,Verletzte und Getötete,2019,201904,18
Alkoholunfälle,Verletzte und Getötete,2019,201905,21
Alkoholunfälle,Verletzte und Getötete,2019,201906,24
Alkoholunfälle,Verletzte und Getötete,2019,201907,34
Alkoholunfälle,Verletzte und Getötete,2019,201908,23
Alkoholunfälle,Verletzte und Getötete,2019,201909,20
Alkoholunfälle,Verletzte und Getötete,2019,201910,20
Alkoholunfälle,Verletzte und Getötete,2019,201911,19
Alkoholunfälle,Verletzte und Getötete,2019,201912,12
Alkoholunfälle,Verletzte und Getötete,2018,201801,8
Alkoholunfälle,Verletzte und Getötete,2018,201802,13
Alkoholunfälle,Verletzte und Getötete,2018,201803,12
Alkoholunfälle,Verletzte und Getötete,2018,201804,8
Alkoholunfälle,Verletzte und Getötete,2018,201805,23
Alkoholunfälle,Verletzte und Getötete,2018,201806,14
Alkoholunfälle,Verletzte und Getötete,2018,201807,29
Alkoholunfälle,Verletzte und Getötete,2018,201808,18
Alkoholunfälle,Verletzte und Getötete,2018,201809,22
Alkoholunfälle,Verletzte und Getötete,2018,201810,16
Alkoholunfälle,Verletzte und Getötete,2018,201811,13
Alkoholunfälle,Verletzte und Getötete,2018,201812,6
Alkoholunfälle,Verletzte und Getötete,2017,201701,4
Alkoholunfälle,Verletzte und Getötete,2017,201702,4
Alkoholunfälle,Verletzte und Getötete,2017,201703,15
Alkoholunfälle,Verletzte und Getötete,2017,201704,10
Alkoholunfälle,Verletzte und Getötete,2017,201705,16
Alkoholunfälle,Verletzte und Getötete,2017,201706,27
Alkoholunfälle,Verletzte und Getötete,2017,201707,18
Alkoholunfälle,Verletzte und Getötete,2017,201708,14
Alkoholunfälle,Verletzte und Getötete,2017,201709,22
Alkoholunfälle,Verletzte und Getötete,2017,201710,16
Alkoholunfälle,Verletzte und Getötete,2017,201711,13
Alkoholunfälle,Verletzte und Getötete,2017,201712,17
Alkoholunfälle,Verletzte und Getötete,2016,201601,6
Alkoholunfälle,Verletzte und Getötete,2016,201602,3
Alkoholunfälle,Verletzte und Getötete,2016,201603,6
Alkoholunfälle,Verletzte und Getötete,2016,201604,8
Alkoholunfälle,Verletzte und Getötete,2016,201605,17
Alkoholunfälle,Verletzte und Getötete,2016,201606,19
Alkoholunfälle,Verletzte und Getötete,2016,201607,23
Alkoholunfälle,Verletzte und Getötete,2016,201608,12
Alkoholunfälle,Verletzte und Getötete,2016,201609,22
Alkoholunfälle,Verletzte und Getötete,2016,201610,11
Alkoholunfälle,Verletzte und Getötete,2016,201611,7
Alkoholunfälle,Verletzte und Getötete,2016,201612,10
Alkoholunfälle,Verletzte und Getötete,2015,201501,21
Alkoholunfälle,Verletzte und Getötete,2015,201502,3
Alkoholunfälle,Verletzte und Getötete,2015,201503,9
Alkoholunfälle,Verletzte und Getötete,2015,201504,23
Alkoholunfälle,Verletzte und Getötete,2015,201505,30
Alkoholunfälle,Verletzte und Getötete,2015,201506,19
Alkoholunfälle,Verletzte und Getötete,2015,201507,37
Alkoholunfälle,Verletzte und Getötete,2015,201508,29
Alkoholunfälle,Verletzte und Getötete,2015,201509,25
Alkoholunfälle,Verletzte und Getötete,2015,201510,12
Alkoholunfälle,Verletzte und Getötete,2015,201511,11
Alkoholunfälle,Verletzte und Getötete,2015,201512,6
Alkoholunfälle,Verletzte und Getötete,2014,201401,4
Alkoholunfälle,Verletzte und Getötete,2014,201402,7
Alkoholunfälle,Verletzte und Getötete,2014,201403,16
Alkoholunfälle,Verletzte und Getötete,2014,201404,15
Alkoholunfälle,Verletzte und Getötete,2014,201405,19
Alkoholunfälle,Verletzte und Getötete,2014,201406,16
Alkoholunfälle,Verletzte und Getötete,2014,201407,21
Alkoholunfälle,Verletzte und Getötete,2014,201408,13
Alkoholunfälle,Verletzte und Getötete,2014,201409,18
Alkoholunfälle,Verletzte und Getötete,2014,201410,21
Alkoholunfälle,Verletzte und Getötete,2014,201411,14
Alkoholunfälle,Verletzte und Getötete,2014,201412,3
Alkoholunfälle,Verletzte und Getötete,2013,201301,2
Alkoholunfälle,Verletzte und Getötete,2013,201302,0
Alkoholunfälle,Verletzte und Getötete,2013,201303,8
Alkoholunfälle,Verletzte und Getötete,2013,201304,5
Alkoholunfälle,Verletzte und Getötete,2013,201305,21
Alkoholunfälle,Verletzte und Getötete,2013,201306,20
Alkoholunfälle,Verletzte und Getötete,2013,201307,24
Alkoholunfälle,Verletzte und Getötete,2013,201308,22
Alkoholunfälle,Verletzte und Getötete,2013,201309,17
Alkoholunfälle,Verletzte und Getötete,2013,201310,12
Alkoholunfälle,Verletzte und Getötete,2013,201311,12
Alkoholunfälle,Verletzte und Getötete,2013,201312,10
Alkoholunfälle,Verletzte und Getötete,2012,201201,11
Alkoholunfälle,Verletzte und Getötete,2012,201202,5
Alkoholunfälle,Verletzte und Getötete,2012,201203,5
Alkoholunfälle,Verletzte und Getötete,2012,201204,22
Alkoholunfälle,Verletzte und Getötete,2012,201205,33
Alkoholunfälle,Verletzte und Getötete,2012,201206,35
Alkoholunfälle,Verletzte und Getötete,2012,201207,30
Alkoholunfälle,Verletzte und Getötete,2012,201208,31
Alkoholunfälle,Verletzte und Getötete,2012,201209,24
Alkoholunfälle,Verletzte und Getötete,2012,201210,6
Alkoholunfälle,Verletzte und Getötete,2012,201211,10
Alkoholunfälle,Verletzte und Getötete,2012,201212,11
Alkoholunfälle,Verletzte und Getötete,2011,201101,16
Alkoholunfälle,Verletzte und Getötete,2011,201102,7
Alkoholunfälle,Verletzte und Getötete,2011,201103,9
Alkoholunfälle,Verletzte und Getötete,2011,201104,27
Alkoholunfälle,Verletzte und Getötete,2011,201105,20
Alkoholunfälle,Verletzte und Getötete,2011,201106,21
Alkoholunfälle,Verletzte und Getötete,2011,201107,27
Alkoholunfälle,Verletzte und Getötete,2011,201108,17
Alkoholunfälle,Verletzte und Getötete,2011,201109,22
Alkoholunfälle,Verletzte und Getötete,2011,201110,10
Alkoholunfälle,Verletzte und Getötete,2011,201111,16
Alkoholunfälle,Verletzte und Getötete,2011,201112,6
Alkoholunfälle,Verletzte und Getötete,2010,201001,7
Alkoholunfälle,Verletzte und Getötete,2010,201002,10
Alkoholunfälle,Verletzte und Getötete,2010,201003,12
Alkoholunfälle,Verletzte und Getötete,2010,201004,25
Alkoholunfälle,Verletzte und Getötete,2010,201005,15
Alkoholunfälle,Verletzte und Getötete,2010,201006,20
Alkoholunfälle,Verletzte und Getötete,2010,201007,29
Alkoholunfälle,Verletzte und Getötete,2010,201008,25
Alkoholunfälle,Verletzte und Getötete,2010,201009,26
Alkoholunfälle,Verletzte und Getötete,2010,201010,13
Alkoholunfälle,Verletzte und Getötete,2010,201011,7
Alkoholunfälle,Verletzte und Getötete,2010,201012,12
Alkoholunfälle,Verletzte und Getötete,2009,200901,7
Alkoholunfälle,Verletzte und Getötete,2009,200902,12
Alkoholunfälle,Verletzte und Getötete,2009,200903,5
Alkoholunfälle,Verletzte und Getötete,2009,200904,31
Alkoholunfälle,Verletzte und Getötete,2009,200905,34
Alkoholunfälle,Verletzte und Getötete,2009,200906,19
Alkoholunfälle,Verletzte und Getötete,2009,200907,27
Alkoholunfälle,Verletzte und Getötete,2009,200908,26
Alkoholunfälle,Verletzte und Getötete,2009,200909,18
Alkoholunfälle,Verletzte und Getötete,2009,200910,15
Alkoholunfälle,Verletzte und Getötete,2009,200911,5
Alkoholunfälle,Verletzte und Getötete,2009,200912,14
Alkoholunfälle,Verletzte und Getötete,2008,200801,8
Alkoholunfälle,Verletzte und Getötete,2008,200802,16
Alkoholunfälle,Verletzte und Getötete,2008,200803,9
Alkoholunfälle,Verletzte und Getötete,2008,200804,10
Alkoholunfälle,Verletzte und Getötete,2008,200805,37
Alkoholunfälle,Verletzte und Getötete,2008,200806,32
Alkoholunfälle,Verletzte und Getötete,2008,200807,24
Alkoholunfälle,Verletzte und Getötete,2008,200808,23
Alkoholunfälle,Verletzte und Getötete,2008,200809,28
Alkoholunfälle,Verletzte und Getötete,2008,200810,19
Alkoholunfälle,Verletzte und Getötete,2008,200811,14
Alkoholunfälle,Verletzte und Getötete,2008,200812,20
Alkoholunfälle,Verletzte und Getötete,2007,200701,13
Alkoholunfälle,Verletzte und Getötete,2007,200702,15
Alkoholunfälle,Verletzte und Getötete,2007,200703,14
Alkoholunfälle,Verletzte und Getötete,2007,200704,27
Alkoholunfälle,Verletzte und Getötete,2007,200705,39
Alkoholunfälle,Verletzte und Getötete,2007,200706,27
Alkoholunfälle,Verletzte und Getötete,2007,200707,38
Alkoholunfälle,Verletzte und Getötete,2007,200708,20
Alkoholunfälle,Verletzte und Getötete,2007,200709,24
Alkoholunfälle,Verletzte und Getötete,2007,200710,18
Alkoholunfälle,Verletzte und Getötete,2007,200711,26
Alkoholunfälle,Verletzte und Getötete,2007,200712,20
Alkoholunfälle,Verletzte und Getötete,2006,200601,21
Alkoholunfälle,Verletzte und Getötete,2006,200602,21
Alkoholunfälle,Verletzte und Getötete,2006,200603,14
Alkoholunfälle,Verletzte und Getötete,2006,200604,16
Alkoholunfälle,Verletzte und Getötete,2006,200605,28
Alkoholunfälle,Verletzte und Getötete,2006,200606,22
Alkoholunfälle,Verletzte und Getötete,2006,200607,37
Alkoholunfälle,Verletzte und Getötete,2006,200608,25
Alkoholunfälle,Verletzte und Getötete,2006,200609,35
Alkoholunfälle,Verletzte und Getötete,2006,200610,24
Alkoholunfälle,Verletzte und Getötete,2006,200611,22
Alkoholunfälle,Verletzte und Getötete,2006,200612,21
Alkoholunfälle,Verletzte und Getötete,2005,200501,13
Alkoholunfälle,Verletzte und Getötete,2005,200502,14
Alkoholunfälle,Verletzte und Getötete,2005,200503,13
Alkoholunfälle,Verletzte und Getötete,2005,200504,19
Alkoholunfälle,Verletzte und Getötete,2005,200505,21
Alkoholunfälle,Verletzte und Getötete,2005,200506,31
Alkoholunfälle,Verletzte und Getötete,2005,200507,26
Alkoholunfälle,Verletzte und Getötete,2005,200508,33
Alkoholunfälle,Verletzte und Getötete,2005,200509,50
Alkoholunfälle,Verletzte und Getötete,2005,200510,35
Alkoholunfälle,Verletzte und Getötete,2005,200511,14
Alkoholunfälle,Verletzte und Getötete,2005,200512,12
Alkoholunfälle,Verletzte und Getötete,2004,200401,10
Alkoholunfälle,Verletzte und Getötete,2004,200402,21
Alkoholunfälle,Verletzte und Getötete,2004,200403,18
Alkoholunfälle,Verletzte und Getötete,2004,200404,10
Alkoholunfälle,Verletzte und Getötete,2004,200405,30
Alkoholunfälle,Verletzte und Getötete,2004,200406,25
Alkoholunfälle,Verletzte und Getötete,2004,200407,44
Alkoholunfälle,Verletzte und Getötete,2004,200408,47
Alkoholunfälle,Verletzte und Getötete,2004,200409,41
Alkoholunfälle,Verletzte und Getötete,2004,200410,26
Alkoholunfälle,Verletzte und Getötete,2004,200411,20
Alkoholunfälle,Verletzte und Getötete,2004,200412,12
Alkoholunfälle,Verletzte und Getötete,2003,200301,18
Alkoholunfälle,Verletzte und Getötete,2003,200302,16
Alkoholunfälle,Verletzte und Getötete,2003,200303,17
Alkoholunfälle,Verletzte und Getötete,2003,200304,25
Alkoholunfälle,Verletzte und Getötete,2003,200305,26
Alkoholunfälle,Verletzte und Getötete,2003,200306,41
Alkoholunfälle,Verletzte und Getötete,2003,200307,35
Alkoholunfälle,Verletzte und Getötete,2003,200308,40
Alkoholunfälle,Verletzte und Getötete,2003,200309,26
Alkoholunfälle,Verletzte und Getötete,2003,200310,17
Alkoholunfälle,Verletzte und Getötete,2003,200311,31
Alkoholunfälle,Verletzte und Getötete,2003,200312,27
Alkoholunfälle,Verletzte und Getötete,2002,200201,24
Alkoholunfälle,Verletzte und Getötete,2002,200202,22
Alkoholunfälle,Verletzte und Getötete,2002,200203,21
Alkoholunfälle,Verletzte und Getötete,2002,200204,28
Alkoholunfälle,Verletzte und Getötete,2002,200205,32
Alkoholunfälle,Verletzte und Getötete,2002,200206,42
Alkoholunfälle,Verletzte und Getötete,2002,200207,40
Alkoholunfälle,Verletzte und Getötete,2002,200208,29
Alkoholunfälle,Verletzte und Getötete,2002,200209,51
Alkoholunfälle,Verletzte und Getötete,2002,200210,53
Alkoholunfälle,Verletzte und Getötete,2002,200211,10
Alkoholunfälle,Verletzte und Getötete,2002,200212,27
Alkoholunfälle,Verletzte und Getötete,2001,200101,36
Alkoholunfälle,Verletzte und Getötete,2001,200102,20
Alkoholunfälle,Verletzte und Getötete,2001,200103,36
Alkoholunfälle,Verletzte und Getötete,2001,200104,32
Alkoholunfälle,Verletzte und Getötete,2001,200105,32
Alkoholunfälle,Verletzte und Getötete,2001,200106,46
Alkoholunfälle,Verletzte und Getötete,2001,200107,35
Alkoholunfälle,Verletzte und Getötete,2001,200108,21
Alkoholunfälle,Verletzte und Getötete,2001,200109,48
Alkoholunfälle,Verletzte und Getötete,2001,200110,37
Alkoholunfälle,Verletzte und Getötete,2001,200111,25
Alkoholunfälle,Verletzte und Getötete,2001,200112,23
Alkoholunfälle,Verletzte und Getötete,2000,200001,37
Alkoholunfälle,Verletzte und Getötete,2000,200002,19
Alkoholunfälle,Verletzte und Getötete,2000,200003,18
Alkoholunfälle,Verletzte und Getötete,2000,200004,26
Alkoholunfälle,Verletzte und Getötete,2000,200005,44
Alkoholunfälle,Verletzte und Getötete,2000,200006,32
Alkoholunfälle,Verletzte und Getötete,2000,200007,37
Alkoholunfälle,Verletzte und Getötete,2000,200008,32
Alkoholunfälle,Verletzte und Getötete,2000,200009,45
Alkoholunfälle,Verletzte und Getötete,2000,200010,31
Alkoholunfälle,Verletzte und Getötete,2000,200011,24
Alkoholunfälle,Verletzte und Getötete,2000,200012,31
Fluchtunfälle,insgesamt,2020,202001,791
Fluchtunfälle,insgesamt,2020,202002,870
Fluchtunfälle,insgesamt,2020,202003,744
Fluchtunfälle,insgesamt,2020,202004,607
Fluchtunfälle,insgesamt,2020,202005,859
Fluchtunfälle,insgesamt,2020,202006,905
Fluchtunfälle,insgesamt,2020,202007,1010
Fluchtunfälle,insgesamt,2020,202008,735
Fluchtunfälle,insgesamt,2020,202009,948
Fluchtunfälle,insgesamt,2020,202010,997
Fluchtunfälle,insgesamt,2020,202011,864
Fluchtunfälle,insgesamt,2020,202012,694
Fluchtunfälle,insgesamt,2019,201901,927
Fluchtunfälle,insgesamt,2019,201902,883
Fluchtunfälle,insgesamt,2019,201903,1005
Fluchtunfälle,insgesamt,2019,201904,967
Fluchtunfälle,insgesamt,2019,201905,1014
Fluchtunfälle,insgesamt,2019,201906,994
Fluchtunfälle,insgesamt,2019,201907,1187
Fluchtunfälle,insgesamt,2019,201908,820
Fluchtunfälle,insgesamt,2019,201909,996
Fluchtunfälle,insgesamt,2019,201910,1088
Fluchtunfälle,insgesamt,2019,201911,967
